site,transect,quadrat,Cover,Percent
Hazards,9,High,gooseneck_barnacles,0
Hazards,9,High,anemone,0
Hazards,10,Low,bare_rock,3
Hazards,10,Low,algae,90
Hazards,10,Low,mussels,1
Hazards,10,Low,small_barnacles,1
Hazards,10,Low,large_barnacles,0
Hazards,10,Low,gooseneck_barnacles,0
Hazards,10,Low,anemone,10
Hazards,10,Mid,bare_rock,50
Hazards,10,Mid,algae,40
Hazards,10,Mid,mussels,5
Hazards,10,Mid,small_barnacles,0
Hazards,10,Mid,large_barnacles,10
Hazards,10,Mid,gooseneck_barnacles,0
Hazards,10,Mid,anemone,10
Hazards,10,High,bare_rock,70
Hazards,10,High,algae,10
Hazards,10,High,mussels,0
Hazards,10,High,small_barnacles,15
Hazards,10,High,large_barnacles,5
Hazards,10,High,gooseneck_barnacles,0
Hazards,10,High,anemone,0
Cambria,1,Low,bare_rock,5
Cambria,1,Low,algae,95
Cambria,1,Low,mussels,0
Cambria,1,Low,small_barnacles,0
Cambria,1,Low,large_barnacles,0
Cambria,1,Low,gooseneck_barnacles,5
Cambria,1,Low,anemone,0
Cambria,1,Mid,bare_rock,30
Cambria,1,Mid,algae,50
Cambria,1,Mid,mussels,20
Cambria,1,Mid,small_barnacles,0
Cambria,1,Mid,large_barnacles,0
Cambria,1,Mid,gooseneck_barnacles,5
Cambria,1,Mid,anemone,0
Cambria,1,High,bare_rock,90
Cambria,1,High,algae,0
Cambria,1,High,mussels,5
Cambria,1,High,small_barnacles,0
Cambria,1,High,large_barnacles,0
Cambria,1,High,gooseneck_barnacles,5
Cambria,1,High,anemone,0
Cambria,2,Low,bare_rock,5
Cambria,2,Low,algae,90
Cambria,2,Low,mussels,1
Cambria,2,Low,small_barnacles,0
Cambria,2,Low,large_barnacles,0
Cambria,2,Low,gooseneck_barnacles,0
Cambria,2,Low,anemone,5
Cambria,2,Mid,bare_rock,10
Cambria,2,Mid,algae,25
Cambria,2,Mid,mussels,30
Cambria,2,Mid,small_barnacles,10
Cambria,2,Mid,large_barnacles,1
Cambria,2,Mid,gooseneck_barnacles,30
Cambria,2,Mid,anemone,0
Cambria,2,High,bare_rock,94
Cambria,2,High,algae,5
Cambria,2,High,mussels,1
Cambria,2,High,small_barnacles,1
Cambria,2,High,large_barnacles,0
Cambria,2,High,gooseneck_barnacles,0
Cambria,2,High,anemone,0
Cambria,3,Low,bare_rock,4
Cambria,3,Low,algae,95
Cambria,3,Low,mussels,0
Cambria,3,Low,small_barnacles,0
Cambria,3,Low,large_barnacles,1
Cambria,3,Low,gooseneck_barnacles,0
Cambria,3,Low,anemone,0
Cambria,3,Mid,bare_rock,60
Cambria,3,Mid,algae,10
Cambria,3,Mid,mussels,20
Cambria,3,Mid,small_barnacles,5
Cambria,3,Mid,large_barnacles,0
Cambria,3,Mid,gooseneck_barnacles,10
Cambria,3,Mid,anemone,0
Cambria,3,High,bare_rock,95
Cambria,3,High,algae,3
Cambria,3,High,mussels,0
Cambria,3,High,small_barnacles,0
Cambria,3,High,large_barnacles,0
Cambria,3,High,gooseneck_barnacles,2
Cambria,3,High,anemone,0
Cambria,4,Low,bare_rock,0
Cambria,4,Low,algae,70
Cambria,4,Low,mussels,1
Cambria,4,Low,small_barnacles,0
Cambria,4,Low,large_barnacles,0
Cambria,4,Low,gooseneck_barnacles,0
Cambria,4,Low,anemone,0
Cambria,4,Mid,bare_rock,40
Cambria,4,Mid,algae,10
Cambria,4,Mid,mussels,30
Cambria,4,Mid,small_barnacles,5
Cambria,4,Mid,large_barnacles,0
Cambria,4,Mid,gooseneck_barnacles,20
Cambria,4,Mid,anemone,0
Cambria,4,High,bare_rock,95
Cambria,4,High,algae,4
Cambria,4,High,mussels,0
Cambria,4,High,small_barnacles,1
Cambria,4,High,large_barnacles,1
Cambria,4,High,gooseneck_barnacles,0
Cambria,4,High,anemone,0
Cambria,5,Low,bare_rock,0
Cambria,5,Low,algae,80
Cambria,5,Low,mussels,0
Cambria,5,Low,small_barnacles,0
Cambria,5,Low,large_barnacles,0
Cambria,5,Low,gooseneck_barnacles,0
Cambria,5,Low,anemone,0
Cambria,5,Mid,bare_rock,55
Cambria,5,Mid,algae,20
Cambria,5,Mid,mussels,10
Cambria,5,Mid,small_barnacles,3
Cambria,5,Mid,large_barnacles,0
Cambria,5,Mid,gooseneck_barnacles,15
Cambria,5,Mid,anemone,0
Cambria,5,High,bare_rock,94
Cambria,5,High,algae,3
Cambria,5,High,mussels,0
Cambria,5,High,small_barnacles,1
Cambria,5,High,large_barnacles,0
Cambria,5,High,gooseneck_barnacles,0
Cambria,5,High,anemone,0
Cambria,6,Low,bare_rock,5
Cambria,6,Low,algae,60
Cambria,6,Low,mussels,0
Cambria,6,Low,small_barnacles,0
Cambria,6,Low,large_barnacles,0
Cambria,6,Low,gooseneck_barnacles,0
Cambria,6,Low,anemone,0
Cambria,6,Mid,bare_rock,30
Cambria,6,Mid,algae,60
Cambria,6,Mid,mussels,5
Cambria,6,Mid,small_barnacles,0
Cambria,6,Mid,large_barnacles,1
Cambria,6,Mid,gooseneck_barnacles,5
Cambria,6,Mid,anemone,0
Cambria,6,High,bare_rock,93
Cambria,6,High,algae,2
Cambria,6,High,mussels,0
Cambria,6,High,small_barnacles,5
Cambria,6,High,large_barnacles,0
Cambria,6,High,gooseneck_barnacles,0
Cambria,6,High,anemone,0
Cambria,7,Low,bare_rock,0
Cambria,7,Low,algae,100
Cambria,7,Low,mussels,0
Cambria,7,Low,small_barnacles,1
Cambria,7,Low,large_barnacles,1
Cambria,7,Low,gooseneck_barnacles,0
Cambria,7,Low,anemone,0
Cambria,7,Mid,bare_rock,30
Cambria,7,Mid,algae,70
Cambria,7,Mid,mussels,0
Cambria,7,Mid,small_barnacles,1
Cambria,7,Mid,large_barnacles,2
Cambria,7,Mid,gooseneck_barnacles,5
Cambria,7,Mid,anemone,0
Cambria,7,High,bare_rock,5
Cambria,7,High,algae,5
Cambria,7,High,mussels,0
Cambria,7,High,small_barnacles,10
Cambria,7,High,large_barnacles,0
Cambria,7,High,gooseneck_barnacles,0
Cambria,7,High,anemone,0
Cambria,8,Low,bare_rock,0
Cambria,8,Low,algae,100
Cambria,8,Low,mussels,0
Cambria,8,Low,small_barnacles,0
Cambria,8,Low,large_barnacles,0
Cambria,8,Low,gooseneck_barnacles,0
Cambria,8,Low,anemone,0
Cambria,8,Mid,bare_rock,40
Cambria,8,Mid,algae,40
Cambria,8,Mid,mussels,2
Cambria,8,Mid,small_barnacles,0
Cambria,8,Mid,large_barnacles,2
Cambria,8,Mid,gooseneck_barnacles,20
Cambria,8,Mid,anemone,0
Cambria,8,High,bare_rock,60
Cambria,8,High,algae,15
Cambria,8,High,mussels,0
Cambria,8,High,small_barnacles,35
Cambria,8,High,large_barnacles,0
Cambria,8,High,gooseneck_barnacles,0
Cambria,8,High,anemone,0
Cambria,9,Low,bare_rock,0
Cambria,9,Low,algae,85
Cambria,9,Low,mussels,0
Cambria,9,Low,small_barnacles,15
Cambria,9,Low,large_barnacles,0
Cambria,9,Low,gooseneck_barnacles,0
Cambria,9,Low,anemone,0
Cambria,9,Mid,bare_rock,20
Cambria,9,Mid,algae,60
Cambria,9,Mid,mussels,1
Cambria,9,Mid,small_barnacles,2
Cambria,9,Mid,large_barnacles,0
Cambria,9,Mid,gooseneck_barnacles,0
Cambria,9,Mid,anemone,2
Cambria,9,High,bare_rock,75
Cambria,9,High,algae,5
Cambria,9,High,mussels,0
Cambria,9,High,small_barnacles,20
Cambria,9,High,large_barnacles,0
Cambria,9,High,gooseneck_barnacles,0
Cambria,9,High,anemone,0
Cambria,10,Low,bare_rock,5
Cambria,10,Low,algae,95
Cambria,10,Low,mussels,0
Cambria,10,Low,small_barnacles,0
Cambria,10,Low,large_barnacles,0
Cambria,10,Low,gooseneck_barnacles,0
Cambria,10,Low,anemone,0
Cambria,10,Mid,bare_rock,20
Cambria,10,Mid,algae,80
Cambria,10,Mid,mussels,1
Cambria,10,Mid,small_barnacles,0
Cambria,10,Mid,large_barnacles,0
Cambria,10,Mid,gooseneck_barnacles,0
Cambria,10,Mid,anemone,0
Cambria,10,High,bare_rock,80
Cambria,10,High,algae,10
Cambria,10,High,mussels,0
Cambria,10,High,small_barnacles,10
Cambria,10,High,large_barnacles,0
Cambria,10,High,gooseneck_barnacles,0
Cambria,10,High,anemone,0
Bodega,1,Low,bare_rock,0
Bodega,1,Low,algae,100
Bodega,1,Low,mussels,0
Bodega,1,Low,small_barnacles,0
Bodega,1,Low,large_barnacles,0
Bodega,1,Low,gooseneck_barnacles,0
Bodega,1,Low,anemone,0
Bodega,1,Mid,bare_rock,0
Bodega,1,Mid,algae,60
Bodega,1,Mid,mussels,90
Bodega,1,Mid,small_barnacles,25
Bodega,1,Mid,large_barnacles,0
Bodega,1,Mid,gooseneck_barnacles,5
Bodega,1,Mid,anemone,0
Bodega,1,High,bare_rock,85
Bodega,1,High,algae,10
Bodega,1,High,mussels,0
Bodega,1,High,small_barnacles,5
Bodega,1,High,large_barnacles,0
Bodega,1,High,gooseneck_barnacles,0
Bodega,1,High,anemone,0
Bodega,2,Low,bare_rock,0
Bodega,2,Low,algae,100
Bodega,2,Low,mussels,0
Bodega,2,Low,small_barnacles,0
Bodega,2,Low,large_barnacles,0
Bodega,2,Low,gooseneck_barnacles,0
Bodega,2,Low,anemone,0
Bodega,2,Mid,bare_rock,5
Bodega,2,Mid,algae,30
Bodega,2,Mid,mussels,65
Bodega,2,Mid,small_barnacles,10
Bodega,2,Mid,large_barnacles,1
Bodega,2,Mid,gooseneck_barnacles,0
Bodega,2,Mid,anemone,0
Bodega,2,High,bare_rock,65
Bodega,2,High,algae,10
Bodega,2,High,mussels,0
Bodega,2,High,small_barnacles,25
Bodega,2,High,large_barnacles,0
Bodega,2,High,gooseneck_barnacles,0
Bodega,2,High,anemone,0
Bodega,3,Low,bare_rock,0
Bodega,3,Low,algae,100
Bodega,3,Low,mussels,0
Bodega,3,Low,small_barnacles,0
Bodega,3,Low,large_barnacles,0
Bodega,3,Low,gooseneck_barnacles,0
Bodega,3,Low,anemone,0
Bodega,3,Mid,bare_rock,0
Bodega,3,Mid,algae,50
Bodega,3,Mid,mussels,65
Bodega,3,Mid,small_barnacles,0
Bodega,3,Mid,large_barnacles,0
Bodega,3,Mid,gooseneck_barnacles,0
Bodega,3,Mid,anemone,0
Bodega,3,High,bare_rock,98
Bodega,3,High,algae,2
Bodega,3,High,mussels,0
Bodega,3,High,small_barnacles,2
Bodega,3,High,large_barnacles,0
Bodega,3,High,gooseneck_barnacles,0
Bodega,3,High,anemone,0
Bodega,4,Low,bare_rock,0
Bodega,4,Low,algae,100
Bodega,4,Low,mussels,0
Bodega,4,Low,small_barnacles,0
Bodega,4,Low,large_barnacles,0
Bodega,4,Low,gooseneck_barnacles,0
Bodega,4,Low,anemone,0
Bodega,4,Mid,bare_rock,0
Bodega,4,Mid,algae,75
Bodega,4,Mid,mussels,90
Bodega,4,Mid,small_barnacles,15
Bodega,4,Mid,large_barnacles,2
Bodega,4,Mid,gooseneck_barnacles,0
Bodega,4,Mid,anemone,0
Bodega,4,High,bare_rock,97
Bodega,4,High,algae,2
Bodega,4,High,mussels,0
Bodega,4,High,small_barnacles,1
Bodega,4,High,large_barnacles,0
Bodega,4,High,gooseneck_barnacles,0
Bodega,4,High,anemone,0
Bodega,5,Low,bare_rock,0
Bodega,5,Low,algae,100
Bodega,5,Low,mussels,0
Bodega,5,Low,small_barnacles,0
Bodega,5,Low,large_barnacles,0
Bodega,5,Low,gooseneck_barnacles,0
Bodega,5,Low,anemone,0
Bodega,5,Mid,bare_rock,0
Bodega,5,Mid,algae,25
Bodega,5,Mid,mussels,95
Bodega,5,Mid,small_barnacles,20
Bodega,5,Mid,large_barnacles,0
Bodega,5,Mid,gooseneck_barnacles,15
Bodega,5,Mid,anemone,0
Bodega,5,High,bare_rock,99
Bodega,5,High,algae,0
Bodega,5,High,mussels,0
Bodega,5,High,small_barnacles,1
Bodega,5,High,large_barnacles,0
Bodega,5,High,gooseneck_barnacles,0
Bodega,5,High,anemone,0
Bodega,6,Low,bare_rock,0
Bodega,6,Low,algae,100
Bodega,6,Low,mussels,0
Bodega,6,Low,small_barnacles,0
Bodega,6,Low,large_barnacles,0
Bodega,6,Low,gooseneck_barnacles,0
Bodega,6,Low,anemone,0
Bodega,6,Mid,bare_rock,15
Bodega,6,Mid,algae,50
Bodega,6,Mid,mussels,80
Bodega,6,Mid,small_barnacles,0
Bodega,6,Mid,large_barnacles,0
Bodega,6,Mid,gooseneck_barnacles,5
Bodega,6,Mid,anemone,0
Bodega,6,High,bare_rock,98
Bodega,6,High,algae,0
Bodega,6,High,mussels,0
Bodega,6,High,small_barnacles,2
Bodega,6,High,large_barnacles,0
Bodega,6,High,gooseneck_barnacles,0
Bodega,6,High,anemone,0
Bodega,7,Low,bare_rock,0
Bodega,7,Low,algae,100
Bodega,7,Low,mussels,0
Bodega,7,Low,small_barnacles,0
Bodega,7,Low,large_barnacles,0
Bodega,7,Low,gooseneck_barnacles,0
Bodega,7,Low,anemone,0
Bodega,7,Mid,bare_rock,5
Bodega,7,Mid,algae,80
Bodega,7,Mid,mussels,5
Bodega,7,Mid,small_barnacles,0
Bodega,7,Mid,large_barnacles,0
Bodega,7,Mid,gooseneck_barnacles,0
Bodega,7,Mid,anemone,0
Bodega,7,High,bare_rock,98
Bodega,7,High,algae,1
Bodega,7,High,mussels,0
Bodega,7,High,small_barnacles,1
Bodega,7,High,large_barnacles,0
Bodega,7,High,gooseneck_barnacles,0
Bodega,7,High,anemone,0
Bodega,8,Low,bare_rock,0
Bodega,8,Low,algae,100
Bodega,8,Low,mussels,0
Bodega,8,Low,small_barnacles,0
Bodega,8,Low,large_barnacles,0
Bodega,8,Low,gooseneck_barnacles,0
Bodega,8,Low,anemone,0
Bodega,8,Mid,bare_rock,5
Bodega,8,Mid,algae,90
Bodega,8,Mid,mussels,17
Bodega,8,Mid,small_barnacles,20
Bodega,8,Mid,large_barnacles,0
Bodega,8,Mid,gooseneck_barnacles,2
Bodega,8,Mid,anemone,0
Bodega,8,High,bare_rock,84
Bodega,8,High,algae,9
Bodega,8,High,mussels,0
Bodega,8,High,small_barnacles,15
Bodega,8,High,large_barnacles,0
Bodega,8,High,gooseneck_barnacles,0
Bodega,8,High,anemone,0
Bodega,9,Low,bare_rock,15
Bodega,9,Low,algae,85
Bodega,9,Low,mussels,0
Bodega,9,Low,small_barnacles,0
Bodega,9,Low,large_barnacles,0
Bodega,9,Low,gooseneck_barnacles,0
Bodega,9,Low,anemone,0
Bodega,9,Mid,bare_rock,10
Bodega,9,Mid,algae,95
Bodega,9,Mid,mussels,2
Bodega,9,Mid,small_barnacles,0
Bodega,9,Mid,large_barnacles,0
Bodega,9,Mid,gooseneck_barnacles,0
Bodega,9,Mid,anemone,0
Bodega,9,High,bare_rock,98
Bodega,9,High,algae,0
Bodega,9,High,mussels,0
Bodega,9,High,small_barnacles,2
Bodega,9,High,large_barnacles,0
Bodega,9,High,gooseneck_barnacles,0
Bodega,9,High,anemone,0
Bodega,10,Low,bare_rock,0
Bodega,10,Low,algae,100
Bodega,10,Low,mussels,0
Bodega,10,Low,small_barnacles,0
Bodega,10,Low,large_barnacles,0
Bodega,10,Low,gooseneck_barnacles,0
Bodega,10,Low,anemone,0
Bodega,10,Mid,bare_rock,10
Bodega,10,Mid,algae,70
Bodega,10,Mid,mussels,50
Bodega,10,Mid,small_barnacles,2
Bodega,10,Mid,large_barnacles,0
Bodega,10,Mid,gooseneck_barnacles,0
Bodega,10,Mid,anemone,0
Bodega,10,High,bare_rock,94
Bodega,10,High,algae,5
Bodega,10,High,mussels,0
Bodega,10,High,small_barnacles,1
Bodega,10,High,large_barnacles,0
Bodega,10,High,gooseneck_barnacles,0
Bodega,10,High,anemone,0
Point St. George,1,Low,bare_rock,10
Point St. George,1,Low,algae,85
Point St. George,1,Low,mussels,0
Point St. George,1,Low,small_barnacles,5
Point St. George,1,Low,large_barnacles,0
Point St. George,1,Low,gooseneck_barnacles,0
Point St. George,1,Low,anemone,0
Point St. George,1,Mid,bare_rock,5
Point St. George,1,Mid,algae,55
Point St. George,1,Mid,mussels,50
Point St. George,1,Mid,small_barnacles,30
Point St. George,1,Mid,large_barnacles,0
Point St. George,1,Mid,gooseneck_barnacles,20
Point St. George,1,Mid,anemone,0
Point St. George,1,High,bare_rock,10
Point St. George,1,High,algae,80
Point St. George,1,High,mussels,1
Point St. George,1,High,small_barnacles,5
Point St. George,1,High,large_barnacles,2
Point St. George,1,High,gooseneck_barnacles,5
Point St. George,1,High,anemone,0
Point St. George,2,Low,bare_rock,5
Point St. George,2,Low,algae,70
Point St. George,2,Low,mussels,0
Point St. George,2,Low,small_barnacles,15
Point St. George,2,Low,large_barnacles,0
Point St. George,2,Low,gooseneck_barnacles,0
Point St. George,2,Low,anemone,10
Point St. George,2,Mid,bare_rock,0
Point St. George,2,Mid,algae,4
Point St. George,2,Mid,mussels,100
Point St. George,2,Mid,small_barnacles,50
Point St. George,2,Mid,large_barnacles,0
Point St. George,2,Mid,gooseneck_barnacles,1
Point St. George,2,Mid,anemone,0
Point St. George,2,High,bare_rock,35
Point St. George,2,High,algae,55
Point St. George,2,High,mussels,0
Point St. George,2,High,small_barnacles,10
Point St. George,2,High,large_barnacles,0
Point St. George,2,High,gooseneck_barnacles,0
Point St. George,2,High,anemone,0
Point St. George,3,Low,bare_rock,10
Point St. George,3,Low,algae,60
Point St. George,3,Low,mussels,0
Point St. George,3,Low,small_barnacles,30
Point St. George,3,Low,large_barnacles,0
Point St. George,3,Low,gooseneck_barnacles,0
Point St. George,3,Low,anemone,5
Point St. George,3,Mid,bare_rock,0
Point St. George,3,Mid,algae,25
Point St. George,3,Mid,mussels,100
Point St. George,3,Mid,small_barnacles,15
Point St. George,3,Mid,large_barnacles,0
Point St. George,3,Mid,gooseneck_barnacles,1
Point St. George,3,Mid,anemone,0
Point St. George,3,High,bare_rock,30
Point St. George,3,High,algae,10
Point St. George,3,High,mussels,0
Point St. George,3,High,small_barnacles,60
Point St. George,3,High,large_barnacles,0
Point St. George,3,High,gooseneck_barnacles,0
Point St. George,3,High,anemone,0
Point St. George,4,Low,bare_rock,0
Point St. George,4,Low,algae,100
Point St. George,4,Low,mussels,0
Point St. George,4,Low,small_barnacles,5
Point St. George,4,Low,large_barnacles,0
Point St. George,4,Low,gooseneck_barnacles,0
Point St. George,4,Low,anemone,0
Point St. George,4,Mid,bare_rock,10
Point St. George,4,Mid,algae,20
Point St. George,4,Mid,mussels,75
Point St. George,4,Mid,small_barnacles,15
Point St. George,4,Mid,large_barnacles,0
Point St. George,4,Mid,gooseneck_barnacles,5
Point St. George,4,Mid,anemone,0
Point St. George,4,High,bare_rock,25
Point St. George,4,High,algae,60
Point St. George,4,High,mussels,10
Point St. George,4,High,small_barnacles,15
Point St. George,4,High,large_barnacles,0
Point St. George,4,High,gooseneck_barnacles,0
Point St. George,4,High,anemone,0
Point St. George,5,Low,bare_rock,0
Point St. George,5,Low,algae,90
Point St. George,5,Low,mussels,0
Point St. George,5,Low,small_barnacles,10
Point St. George,5,Low,large_barnacles,0
Point St. George,5,Low,gooseneck_barnacles,0
Point St. George,5,Low,anemone,5
Point St. George,5,Mid,bare_rock,0
Point St. George,5,Mid,algae,20
Point St. George,5,Mid,mussels,100
Point St. George,5,Mid,small_barnacles,5
Point St. George,5,Mid,large_barnacles,0
Point St. George,5,Mid,gooseneck_barnacles,1
Point St. George,5,Mid,anemone,0
Point St. George,5,High,bare_rock,15
Point St. George,5,High,algae,15
Point St. George,5,High,mussels,0
Point St. George,5,High,small_barnacles,60
Point St. George,5,High,large_barnacles,0
Point St. George,5,High,gooseneck_barnacles,0
Point St. George,5,High,anemone,0
Point St. George,6,Low,bare_rock,0
Point St. George,6,Low,algae,95
Point St. George,6,Low,mussels,0
Point St. George,6,Low,small_barnacles,5
Point St. George,6,Low,large_barnacles,0
Point St. George,6,Low,gooseneck_barnacles,0
Point St. George,6,Low,anemone,0
Point St. George,6,Mid,bare_rock,0
Point St. George,6,Mid,algae,80
Point St. George,6,Mid,mussels,100
Point St. George,6,Mid,small_barnacles,25
Point St. George,6,Mid,large_barnacles,0
Point St. George,6,Mid,gooseneck_barnacles,2
Point St. George,6,Mid,anemone,0
Point St. George,6,High,bare_rock,20
Point St. George,6,High,algae,50
Point St. George,6,High,mussels,20
Point St. George,6,High,small_barnacles,30
Point St. George,6,High,large_barnacles,0
Point St. George,6,High,gooseneck_barnacles,5
Point St. George,6,High,anemone,0
Point St. George,7,Low,bare_rock,0
Point St. George,7,Low,algae,100
Point St. George,7,Low,mussels,0
Point St. George,7,Low,small_barnacles,0
Point St. George,7,Low,large_barnacles,0
Point St. George,7,Low,gooseneck_barnacles,0
Point St. George,7,Low,anemone,0
Point St. George,7,Mid,bare_rock,0
Point St. George,7,Mid,algae,95
Point St. George,7,Mid,mussels,100
Point St. George,7,Mid,small_barnacles,5
Point St. George,7,Mid,large_barnacles,0
Point St. George,7,Mid,gooseneck_barnacles,5
Point St. George,7,Mid,anemone,0
Point St. George,7,High,bare_rock,30
Point St. George,7,High,algae,60
Point St. George,7,High,mussels,3
Point St. George,7,High,small_barnacles,5
Point St. George,7,High,large_barnacles,0
Point St. George,7,High,gooseneck_barnacles,0
Point St. George,7,High,anemone,0
Point St. George,8,Low,bare_rock,5
Point St. George,8,Low,algae,90
Point St. George,8,Low,mussels,0
Point St. George,8,Low,small_barnacles,5
Point St. George,8,Low,large_barnacles,0
Point St. George,8,Low,gooseneck_barnacles,0
Point St. George,8,Low,anemone,0
Point St. George,8,Mid,bare_rock,5
Point St. George,8,Mid,algae,80
Point St. George,8,Mid,mussels,45
Point St. George,8,Mid,small_barnacles,15
Point St. George,8,Mid,large_barnacles,5
Point St. George,8,Mid,gooseneck_barnacles,2
Point St. George,8,Mid,anemone,3
Point St. George,8,High,bare_rock,0
Point St. George,8,High,algae,20
Point St. George,8,High,mussels,20
Point St. George,8,High,small_barnacles,60
Point St. George,8,High,large_barnacles,1
Point St. George,8,High,gooseneck_barnacles,4
Point St. George,8,High,anemone,0
Point St. George,9,Low,bare_rock,0
Point St. George,9,Low,algae,95
Point St. George,9,Low,mussels,0
Point St. George,9,Low,small_barnacles,5
Point St. George,9,Low,large_barnacles,0
Point St. George,9,Low,gooseneck_barnacles,0
Point St. George,9,Low,anemone,0
Point St. George,9,Mid,bare_rock,0
Point St. George,9,Mid,algae,60
Point St. George,9,Mid,mussels,95
Point St. George,9,Mid,small_barnacles,50
Point St. George,9,Mid,large_barnacles,1
Point St. George,9,Mid,gooseneck_barnacles,1
Point St. George,9,Mid,anemone,0
Point St. George,9,High,bare_rock,10
Point St. George,9,High,algae,80
Point St. George,9,High,mussels,5
Point St. George,9,High,small_barnacles,35
Point St. George,9,High,large_barnacles,1
Point St. George,9,High,gooseneck_barnacles,0
Point St. George,9,High,anemone,0
Point St. George,10,Low,bare_rock,40
Point St. George,10,Low,algae,50
Point St. George,10,Low,mussels,0
Point St. George,10,Low,small_barnacles,10
Point St. George,10,Low,large_barnacles,0
Point St. George,10,Low,gooseneck_barnacles,0
Point St. George,10,Low,anemone,0
Point St. George,10,Mid,bare_rock,10
Point St. George,10,Mid,algae,70
Point St. George,10,Mid,mussels,0
Point St. George,10,Mid,small_barnacles,30
Point St. George,10,Mid,large_barnacles,0
Point St. George,10,Mid,gooseneck_barnacles,0
Point St. George,10,Mid,anemone,0
Point St. George,10,High,bare_rock,10
Point St. George,10,High,algae,60
Point St. George,10,High,mussels,5
Point St. George,10,High,small_barnacles,30
Point St. George,10,High,large_barnacles,0
Point St. George,10,High,gooseneck_barnacles,0
Point St. George,10,High,anemone,0
Cape Arago,1,Low,bare_rock,40
Cape Arago,1,Low,algae,70
Cape Arago,1,Low,mussels,0
Cape Arago,1,Low,small_barnacles,1
Cape Arago,1,Low,large_barnacles,0
Cape Arago,1,Low,gooseneck_barnacles,0
Cape Arago,1,Low,anemone,4
Cape Arago,1,Mid,bare_rock,35
Cape Arago,1,Mid,algae,5
Cape Arago,1,Mid,mussels,30
Cape Arago,1,Mid,small_barnacles,25
Cape Arago,1,Mid,large_barnacles,0
Cape Arago,1,Mid,gooseneck_barnacles,10
Cape Arago,1,Mid,anemone,0
Cape Arago,1,High,bare_rock,73
Cape Arago,1,High,algae,2
Cape Arago,1,High,mussels,0
Cape Arago,1,High,small_barnacles,25
Cape Arago,1,High,large_barnacles,0
Cape Arago,1,High,gooseneck_barnacles,0
Cape Arago,1,High,anemone,0
Cape Arago,2,Low,bare_rock,5
Cape Arago,2,Low,algae,70
Cape Arago,2,Low,mussels,0
Cape Arago,2,Low,small_barnacles,25
Cape Arago,2,Low,large_barnacles,0
Cape Arago,2,Low,gooseneck_barnacles,0
Cape Arago,2,Low,anemone,10
Cape Arago,2,Mid,bare_rock,30
Cape Arago,2,Mid,algae,5
Cape Arago,2,Mid,mussels,10
Cape Arago,2,Mid,small_barnacles,50
Cape Arago,2,Mid,large_barnacles,0
Cape Arago,2,Mid,gooseneck_barnacles,0
Cape Arago,2,Mid,anemone,5
Cape Arago,2,High,bare_rock,20
Cape Arago,2,High,algae,2
Cape Arago,2,High,mussels,0
Cape Arago,2,High,small_barnacles,80
Cape Arago,2,High,large_barnacles,0
Cape Arago,2,High,gooseneck_barnacles,0
Cape Arago,2,High,anemone,0
Cape Arago,3,Low,bare_rock,60
Cape Arago,3,Low,algae,10
Cape Arago,3,Low,mussels,0
Cape Arago,3,Low,small_barnacles,30
Cape Arago,3,Low,large_barnacles,0
Cape Arago,3,Low,gooseneck_barnacles,0
Cape Arago,3,Low,anemone,0
Cape Arago,3,Mid,bare_rock,25
Cape Arago,3,Mid,algae,0
Cape Arago,3,Mid,mussels,25
Cape Arago,3,Mid,small_barnacles,50
Cape Arago,3,Mid,large_barnacles,0
Cape Arago,3,Mid,gooseneck_barnacles,10
Cape Arago,3,Mid,anemone,0
Cape Arago,3,High,bare_rock,75
Cape Arago,3,High,algae,0
Cape Arago,3,High,mussels,0
Cape Arago,3,High,small_barnacles,25
Cape Arago,3,High,large_barnacles,0
Cape Arago,3,High,gooseneck_barnacles,0
Cape Arago,3,High,anemone,0
Cape Arago,4,High,bare_rock,20
Cape Arago,4,High,algae,80
Cape Arago,4,High,mussels,0
Cape Arago,4,High,small_barnacles,5
Cape Arago,4,High,large_barnacles,0
Cape Arago,4,High,gooseneck_barnacles,0
Cape Arago,4,High,anemone,0
Cape Arago,4,Low,bare_rock,0
Cape Arago,4,Low,algae,10
Cape Arago,4,Low,mussels,75
Cape Arago,4,Low,small_barnacles,0
Cape Arago,4,Low,large_barnacles,0
Cape Arago,4,Low,gooseneck_barnacles,3
Cape Arago,4,Low,anemone,5
Cape Arago,4,Mid,bare_rock,35
Cape Arago,4,Mid,algae,15
Cape Arago,4,Mid,mussels,0
Cape Arago,4,Mid,small_barnacles,50
Cape Arago,4,Mid,large_barnacles,0
Cape Arago,4,Mid,gooseneck_barnacles,0
Cape Arago,4,Mid,anemone,0
Cape Arago,5,Low,bare_rock,20
Cape Arago,5,Low,algae,75
Cape Arago,5,Low,mussels,0
Cape Arago,5,Low,small_barnacles,0
Cape Arago,5,Low,large_barnacles,0
Cape Arago,5,Low,gooseneck_barnacles,0
Cape Arago,5,Low,anemone,5
Cape Arago,5,Mid,bare_rock,40
Cape Arago,5,Mid,algae,10
Cape Arago,5,Mid,mussels,15
Cape Arago,5,Mid,small_barnacles,35
Cape Arago,5,Mid,large_barnacles,0
Cape Arago,5,Mid,gooseneck_barnacles,0
Cape Arago,5,Mid,anemone,0
Cape Arago,5,High,bare_rock,50
Cape Arago,5,High,algae,10
